species,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points
Arabica,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42
Arabica,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58
Arabica,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83
Arabica,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5
Arabica,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67
Arabica,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58
Arabica,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58
Arabica,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58
Arabica,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67
Arabica,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67
Arabica,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67
Arabica,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83
Arabica,7.67,7.67,7,7.08,7,7,10,10,10,10
Arabica,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75
Arabica,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67
Arabica,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58
Arabica,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67
Arabica,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75
Arabica,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58
Arabica,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58
Arabica,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5
Arabica,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58
Arabica,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58
Arabica,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67
Arabica,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67
Arabica,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58
Arabica,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5
Arabica,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83
Arabica,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8
Arabica,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58
Arabica,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67
Arabica,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67
Arabica,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58
Arabica,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58
Arabica,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42
Arabica,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58
Arabica,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67
Arabica,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58
Arabica,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83
Arabica,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8
Arabica,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5
Arabica,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83
Arabica,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5
Arabica,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67
Arabica,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83
Arabica,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83
Arabica,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67
Arabica,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92
Arabica,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5
Arabica,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67
Arabica,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58
Arabica,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67
Arabica,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67
Arabica,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67
Arabica,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8
Arabica,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58
Arabica,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42
Arabica,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58
Arabica,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33
Arabica,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67
Arabica,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67
Arabica,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58
Arabica,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75
Arabica,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67
Arabica,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67
Arabica,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58
Arabica,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42
Arabica,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58
Arabica,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58
Arabica,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67
Arabica,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5
Arabica,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5
Arabica,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58
Arabica,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75
Arabica,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67
Arabica,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58
Arabica,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5
Arabica,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58
Arabica,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5
Arabica,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5
Arabica,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67
Arabica,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67
Arabica,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5
Arabica,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5
Arabica,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42
Arabica,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83
Arabica,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5
Arabica,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67
Arabica,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75
Arabica,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67
Arabica,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58
Arabica,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67
Arabica,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5
Arabica,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67
Arabica,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58
Arabica,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58
Arabica,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5
Arabica,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75
Arabica,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67
Arabica,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67
Arabica,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25
Arabica,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58
Arabica,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5
Arabica,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58
Arabica,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5
Arabica,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67
Arabica,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5
Arabica,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58
Arabica,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42
Arabica,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58
Arabica,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92
Arabica,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5
Arabica,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17
Arabica,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58
Arabica,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92
Arabica,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75
Arabica,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5
Arabica,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67
Arabica,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5
Arabica,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58
Arabica,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58
Arabica,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5
Arabica,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5
Arabica,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08
Arabica,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42
Arabica,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17
Arabica,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58
Arabica,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5
Arabica,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75
Arabica,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5
Arabica,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58
Arabica,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58
Arabica,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58
Arabica,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67
Arabica,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58
Arabica,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8
Arabica,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42
Arabica,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58
Arabica,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33
Arabica,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58
Arabica,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17
Arabica,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5
Arabica,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42
Arabica,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42
Arabica,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67
Arabica,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5
Arabica,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25
Arabica,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58
Arabica,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5
Arabica,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58
Arabica,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67
Arabica,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58
Arabica,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83
Arabica,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67
Arabica,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5
Arabica,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58
Arabica,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5
Arabica,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33
Arabica,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5
Arabica,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5
Arabica,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58
Arabica,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08
Arabica,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67
Arabica,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42
Arabica,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92
Arabica,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42
Arabica,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5
Arabica,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5
Arabica,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58
Arabica,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75
Arabica,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58
Arabica,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58
Arabica,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5
Arabica,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42
Arabica,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58
Arabica,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42
Arabica,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58
Arabica,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58
Arabica,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5
Arabica,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5
Arabica,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67
Arabica,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75
Arabica,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58
Arabica,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67
Arabica,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5
Arabica,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5
Arabica,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83
Arabica,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67
Arabica,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75
Arabica,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5
Arabica,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67
Arabica,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75
Arabica,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5
Arabica,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58
Arabica,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58
Arabica,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33
Arabica,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8
Arabica,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92
Arabica,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5
Arabica,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67
Arabica,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08
Arabica,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58
Arabica,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5
Arabica,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67
Arabica,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58
Arabica,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75
Arabica,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5
Arabica,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58
Arabica,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42
Arabica,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5
Arabica,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25
Arabica,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5
Arabica,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5
Arabica,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5
Arabica,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58
Arabica,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67
Arabica,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58
Arabica,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67
Arabica,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67
Arabica,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67
Arabica,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67
Arabica,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67
Arabica,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5
Arabica,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58
Arabica,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5
Arabica,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5
Arabica,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67
Arabica,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42
Arabica,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67
Arabica,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42
Arabica,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75
Arabica,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5
Arabica,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58
Arabica,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67
Arabica,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08
Arabica,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5
Arabica,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42
Arabica,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75
Arabica,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58
Arabica,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42
Arabica,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5
Arabica,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5
Arabica,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58
Arabica,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5
Arabica,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75
Arabica,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42
Arabica,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5
Arabica,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5
Arabica,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58
Arabica,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58
Arabica,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08
Arabica,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58
Arabica,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5
Arabica,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5
Arabica,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5
Arabica,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42
Arabica,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67
Arabica,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5
Arabica,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58
Arabica,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58
Arabica,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58
Arabica,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58
Arabica,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58
Arabica,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08
Arabica,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42
Arabica,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58
Arabica,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5
Arabica,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5
Arabica,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5
Arabica,7.25,7.25,7,7.08,7,7,10,10,10,10
Arabica,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8
Arabica,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5
Arabica,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5
Arabica,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5
Arabica,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5
Arabica,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42
Arabica,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58
Arabica,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58
Arabica,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5
Arabica,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5
Arabica,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42
Arabica,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42
Arabica,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58
Arabica,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5
Arabica,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67
Arabica,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42
Arabica,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42
Arabica,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42
Arabica,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5
Arabica,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5
Arabica,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83
Arabica,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5
Arabica,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5
Arabica,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58
Arabica,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58
Arabica,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5
Arabica,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33
Arabica,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5
Arabica,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33
Arabica,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58
Arabica,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5
Arabica,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5
Arabica,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5
Arabica,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42
Arabica,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58
Arabica,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58
Arabica,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33
Arabica,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5
Arabica,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42
Arabica,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5
Arabica,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42
Arabica,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5
Arabica,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08
Arabica,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58
Arabica,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8
Arabica,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58
Arabica,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42
Arabica,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33
Arabica,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58
Arabica,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42
Arabica,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5
Arabica,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17
Arabica,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5
Arabica,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67
Arabica,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42
Arabica,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42
Arabica,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42
Arabica,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5
Arabica,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58
Arabica,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5
Arabica,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58
Arabica,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58
Arabica,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5
Arabica,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5
Arabica,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58
Arabica,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42
Arabica,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75
Arabica,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5
Arabica,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58
Arabica,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67
Arabica,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5
Arabica,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5
Arabica,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5
Arabica,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33
Arabica,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5
Arabica,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75
Arabica,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42
Arabica,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42
Arabica,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58
Arabica,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8
Arabica,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42
Arabica,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5
Arabica,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5
Arabica,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33
Arabica,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33
Arabica,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25
Arabica,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33
